order_id,customer_id,seller_id,order_date,ship_date,delivery_date,status
1011,437,7,2023-06-16,2023-06-23,2023-06-26,paid
1012,252,14,2025-01-23,2025-01-28,2025-02-07,paid
1013,341,4,2025-05-02,2025-05-06,2025-05-13,delivered
1014,289,20,2024-03-09,,,delivered
1015,189,20,2023-07-10,2023-07-17,,delivered
1016,499,15,2024-11-23,2024-12-04,2024-12-12,delivered
1017,332,17,2023-03-27,2023-04-03,,delivered
1018,154,5,2023-05-11,2023-05-16,2023-05-25,delivered
1019,292,2,2024-07-18,,,created
1020,56,17,2024-03-11,2024-03-19,2024-03-29,delivered
1021,182,9,2024-08-22,,,delivered
1022,59,15,2023-07-03,2023-07-17,2023-07-19,delivered
1023,361,10,2023-11-18,2023-11-26,2023-12-04,delivered
1024,136,11,2025-09-16,2025-09-29,2025-10-02,paid
1025,310,9,2025-06-11,2025-06-18,2025-06-19,delivered
1026,7,6,2024-11-02,2024-11-14,2024-11-24,delivered
1027,156,20,2025-04-12,2025-04-18,2025-04-25,delivered
1028,45,5,2023-05-19,,,paid
1029,9,7,2025-05-29,,,delivered
1030,75,8,2024-03-22,2024-04-05,2024-04-09,paid
1031,395,15,2023-06-01,2023-06-02,,cancelled
1032,379,15,2025-09-13,2025-09-14,2025-09-24,shipped
1033,151,19,2025-04-29,2025-04-30,2025-05-02,delivered
1034,366,14,2024-03-01,2024-03-13,2024-03-22,returned
1035,19,16,2024-02-14,2024-02-24,2024-03-03,shipped
1036,32,17,2023-01-20,2023-01-26,2023-01-31,cancelled
1037,214,16,2023-04-30,2023-05-11,2023-05-18,created
1038,148,7,2024-04-25,2024-04-29,2024-05-09,cancelled
1039,174,20,2025-05-23,2025-06-03,2025-06-08,delivered
1040,200,14,2025-05-03,2025-05-14,2025-05-22,delivered
1041,433,6,2024-09-28,2024-10-10,2024-10-18,paid
1042,103,6,2024-09-12,2024-09-25,2024-10-03,delivered
1043,108,18,2023-02-18,2023-02-24,2023-03-02,delivered
1044,90,17,2023-02-02,2023-02-08,2023-02-18,shipped
1045,288,8,2024-05-13,2024-05-19,2024-05-20,delivered
1046,286,9,2025-07-06,,,delivered
1047,264,20,2024-11-16,,,paid
1048,485,15,2025-03-29,2025-04-12,2025-04-14,delivered
1049,313,4,2025-04-23,2025-05-02,,delivered
1050,446,7,2025-07-21,2025-08-02,2025-08-10,delivered
1051,256,4,2023-06-07,2023-06-13,2023-06-15,delivered
1052,225,14,2025-02-26,2025-03-02,2025-03-10,delivered
1053,259,6,2023-03-29,2023-04-10,2023-04-16,delivered
1054,126,5,2025-02-10,2025-02-17,2025-02-20,delivered
1055,212,14,2025-07-08,2025-07-22,2025-07-28,cancelled
1056,227,5,2025-02-27,,,delivered
1057,484,3,2023-03-28,2023-04-04,2023-04-07,delivered
1058,202,2,2024-11-07,2024-11-10,2024-11-11,returned
1059,366,17,2025-09-23,2025-09-30,2025-10-09,cancelled
1060,370,11,2025-07-20,2025-08-03,2025-08-12,delivered
1061,76,13,2024-04-01,2024-04-10,2024-04-20,delivered
1062,358,12,2025-06-27,2025-07-08,2025-07-12,cancelled
1063,44,2,2024-07-04,2024-07-16,2024-07-19,delivered
1064,277,10,2023-08-07,,,delivered
1065,267,11,2025-02-14,2025-02-15,,delivered
1066,304,9,2023-09-05,2023-09-10,2023-09-19,paid
1067,31,12,2023-09-23,2023-09-29,,delivered
1068,482,4,2024-04-04,2024-04-16,,delivered
1069,121,19,2024-08-02,2024-08-13,2024-08-23,shipped
1070,154,10,2024-11-13,2024-11-25,2024-11-28,delivered
1071,267,8,2023-04-18,2023-04-28,2023-05-04,delivered
1072,76,14,2025-04-28,2025-04-30,,cancelled
1073,244,7,2024-04-01,,,delivered
1074,207,19,2024-07-26,2024-08-02,2024-08-12,delivered
1075,217,15,2024-12-06,2024-12-14,2024-12-21,delivered
1076,74,17,2023-05-11,2023-05-19,,delivered
1077,442,17,2023-05-01,2023-05-09,2023-05-12,cancelled
1078,190,4,2024-09-08,2024-09-10,,delivered
1079,21,17,2023-06-06,,,delivered
1080,192,10,2023-10-29,2023-11-11,,delivered
1081,216,2,2025-08-17,2025-08-22,2025-08-30,created
1082,281,12,2023-03-11,2023-03-18,2023-03-23,delivered
1083,461,11,2025-03-11,2025-03-25,2025-04-04,paid
1084,71,17,2024-10-13,2024-10-21,2024-10-24,cancelled
1085,167,3,2025-03-30,2025-04-09,2025-04-13,cancelled
1086,174,18,2023-02-16,2023-02-24,2023-02-26,cancelled
1087,363,1,2024-08-08,2024-08-21,2024-08-30,delivered
1088,330,18,2023-03-29,,,delivered
1089,296,2,2025-09-07,2025-09-11,2025-09-20,cancelled
1090,62,18,2023-07-04,2023-07-09,2023-07-13,delivered
1091,430,19,2024-03-30,,,delivered
1092,165,13,2024-08-26,,,cancelled
1093,12,11,2024-03-23,,,created
1094,271,11,2024-01-27,2024-01-29,2024-02-07,paid
1095,74,6,2023-09-19,2023-09-22,2023-09-29,delivered
1096,31,20,2025-09-11,2025-09-12,2025-09-17,delivered
1097,164,5,2024-02-27,2024-03-03,2024-03-05,paid
1098,123,20,2024-08-23,2024-09-01,2024-09-08,cancelled
1099,138,2,2023-11-22,2023-11-29,,created
1100,325,8,2025-07-24,2025-07-29,2025-08-08,delivered
1101,127,18,2024-10-29,2024-11-03,2024-11-11,paid
1102,326,17,2023-07-28,2023-07-31,2023-08-03,delivered
1103,276,14,2025-09-11,2025-09-19,,delivered
1104,493,20,2023-10-24,2023-10-27,,cancelled
1105,247,9,2024-09-04,2024-09-15,2024-09-21,delivered
1106,109,19,2025-05-10,2025-05-11,2025-05-20,delivered
1107,154,3,2024-02-09,2024-02-23,,delivered
1108,144,14,2023-08-04,2023-08-17,2023-08-23,delivered
1109,386,15,2023-10-07,2023-10-13,2023-10-21,returned
1110,169,1,2025-07-24,2025-08-04,2025-08-14,delivered
1111,462,1,2024-11-19,,,delivered
1112,357,16,2025-02-19,2025-02-21,2025-02-23,delivered
1113,457,15,2024-11-19,,,returned
1114,193,20,2024-01-02,2024-01-16,2024-01-17,paid
1115,190,7,2024-03-31,,,delivered
1116,389,9,2024-11-27,2024-12-03,2024-12-13,delivered
1117,414,8,2023-08-28,2023-09-03,,delivered
1118,361,20,2023-08-03,,,returned
1119,327,13,2023-04-24,2023-05-04,2023-05-07,delivered
1120,338,19,2024-11-19,2024-11-29,2024-12-09,paid
1121,34,5,2023-09-23,2023-10-07,2023-10-16,delivered
1122,141,7,2025-05-18,2025-05-30,2025-06-09,shipped
1123,287,15,2023-01-03,2023-01-14,2023-01-15,cancelled
1124,166,14,2025-05-14,2025-05-19,,delivered
1125,254,12,2024-06-13,2024-06-25,2024-06-30,cancelled
1126,273,15,2023-11-20,,,paid
1127,42,19,2025-04-07,,,delivered
1128,354,14,2025-09-07,,,shipped
1129,85,11,2023-11-15,,,delivered
1130,15,16,2024-03-18,2024-03-28,2024-04-03,delivered
1131,127,4,2024-04-29,2024-05-05,2024-05-11,delivered
1132,122,3,2025-03-05,2025-03-13,2025-03-21,delivered
1133,44,2,2025-07-27,,,delivered
1134,435,3,2025-03-12,,,cancelled
1135,227,2,2023-11-05,2023-11-12,,delivered
1136,287,2,2023-10-29,2023-11-05,,delivered
1137,120,20,2025-03-17,2025-03-18,2025-03-26,delivered
1138,451,20,2024-09-26,,,delivered
1139,346,1,2024-04-09,2024-04-19,2024-04-21,created
1140,366,3,2024-08-30,2024-09-03,2024-09-06,delivered
1141,132,12,2024-03-07,2024-03-17,2024-03-21,paid
1142,23,2,2023-05-11,2023-05-18,2023-05-24,delivered
1143,454,18,2025-03-05,,,delivered
1144,309,11,2023-10-26,2023-10-27,2023-10-30,paid
1145,260,18,2025-05-29,,,delivered
1146,500,7,2024-10-17,2024-10-30,,paid
1147,244,15,2024-09-06,2024-09-20,2024-09-26,delivered
1148,215,11,2023-06-16,,,cancelled
1149,467,2,2024-05-22,2024-05-23,2024-05-27,delivered
1150,110,8,2024-05-07,2024-05-21,2024-05-28,shipped
1151,95,1,2024-01-07,,,delivered
1152,285,4,2023-05-26,2023-05-30,2023-06-05,created
1153,16,7,2023-07-22,2023-07-26,2023-07-29,delivered
1154,284,8,2023-07-02,,,paid
1155,135,4,2023-01-22,2023-01-25,2023-01-27,delivered
1156,108,10,2024-04-12,2024-04-25,2024-04-28,cancelled
1157,410,20,2025-06-21,2025-07-03,,paid
1158,474,5,2025-03-24,,,delivered
1159,356,12,2023-11-22,2023-12-03,2023-12-04,delivered
1160,301,7,2025-05-24,2025-06-06,,shipped
1161,323,9,2025-06-12,,,delivered
1162,300,16,2023-08-03,2023-08-16,2023-08-26,paid
1163,261,13,2025-02-08,2025-02-21,2025-03-01,delivered
1164,92,11,2024-12-30,2025-01-11,2025-01-19,delivered
1165,298,13,2024-10-15,2024-10-25,2024-10-29,shipped
1166,104,15,2025-06-02,2025-06-06,2025-06-13,delivered
1167,479,12,2023-09-18,2023-09-21,2023-09-26,delivered
1168,181,8,2024-08-20,,,delivered
1169,173,14,2024-04-06,2024-04-13,2024-04-21,delivered
1170,196,1,2023-07-03,2023-07-08,2023-07-14,cancelled
1171,151,17,2024-06-09,2024-06-11,2024-06-15,paid
1172,37,12,2023-02-09,2023-02-15,2023-02-21,shipped
1173,382,9,2023-07-15,2023-07-18,2023-07-27,cancelled
1174,5,10,2023-10-16,2023-10-29,2023-11-05,delivered
1175,388,1,2024-04-28,2024-05-11,2024-05-18,shipped
1176,371,7,2024-04-30,2024-05-10,2024-05-18,delivered
1177,237,11,2025-03-21,,,delivered
1178,220,14,2023-08-03,2023-08-17,2023-08-23,paid
1179,448,5,2023-11-09,2023-11-10,2023-11-16,delivered
1180,215,14,2024-12-03,2024-12-16,2024-12-25,shipped
1181,301,1,2024-08-04,2024-08-07,2024-08-13,delivered
1182,410,20,2025-07-24,2025-08-07,2025-08-14,shipped
1183,201,3,2024-07-01,2024-07-09,,delivered
1184,232,10,2023-04-06,,,delivered
1185,91,2,2025-04-26,2025-05-04,,paid
1186,467,13,2023-10-18,2023-10-23,2023-10-25,delivered
1187,189,17,2023-01-12,,,cancelled
1188,211,13,2023-06-10,2023-06-13,2023-06-21,delivered
1189,200,7,2023-05-14,2023-05-19,2023-05-27,paid
1190,295,10,2024-08-24,2024-09-05,2024-09-10,shipped
1191,74,15,2023-03-07,2023-03-17,2023-03-26,delivered
1192,292,16,2024-04-16,2024-04-17,2024-04-22,delivered
1193,471,15,2023-12-22,2024-01-03,2024-01-10,delivered
1194,415,6,2024-03-01,2024-03-11,2024-03-19,delivered
1195,338,6,2024-12-16,2024-12-23,2024-12-24,shipped
1196,446,6,2023-10-08,2023-10-17,2023-10-19,delivered
1197,370,7,2025-07-19,2025-08-01,2025-08-07,paid
1198,54,17,2025-02-23,2025-03-02,2025-03-07,shipped
1199,23,15,2023-01-28,,,delivered
1200,384,15,2024-01-26,2024-02-02,2024-02-09,created
1201,129,4,2024-12-27,2025-01-02,2025-01-10,delivered
1202,35,3,2024-07-15,2024-07-27,2024-07-30,delivered
1203,143,6,2023-06-24,2023-07-04,,shipped
1204,274,13,2023-06-22,,,delivered
1205,347,9,2023-06-07,2023-06-10,2023-06-11,cancelled
1206,273,7,2024-03-28,2024-04-11,2024-04-20,delivered
1207,367,4,2024-02-04,2024-02-12,,created
1208,396,13,2025-02-24,2025-02-28,2025-03-04,paid
1209,9,14,2023-01-29,2023-02-04,2023-02-06,shipped
1210,452,4,2025-03-27,2025-04-07,2025-04-10,created
1211,263,4,2025-04-15,2025-04-24,2025-05-04,shipped
1212,278,13,2025-08-19,2025-08-23,2025-08-29,delivered
1213,8,13,2024-10-31,2024-11-07,2024-11-11,paid
1214,418,9,2024-10-27,2024-10-28,,shipped
1215,155,20,2024-05-26,2024-05-28,2024-06-07,paid
1216,492,4,2024-09-06,2024-09-17,2024-09-20,delivered
1217,326,11,2025-05-21,2025-05-23,2025-06-02,cancelled
1218,230,13,2024-06-07,2024-06-11,2024-06-12,shipped
1219,316,4,2023-11-13,2023-11-20,2023-11-30,paid
1220,71,12,2024-05-25,2024-05-28,2024-05-29,shipped
1221,372,20,2025-08-26,2025-09-01,,delivered
1222,403,2,2024-06-17,2024-06-24,2024-06-29,delivered
1223,118,11,2023-12-17,2023-12-26,,cancelled
1224,128,8,2024-09-14,2024-09-23,2024-10-01,delivered
1225,34,16,2023-03-13,2023-03-14,2023-03-17,cancelled
1226,65,3,2023-06-27,2023-07-11,2023-07-15,shipped
1227,41,14,2025-01-12,2025-01-15,2025-01-19,delivered
1228,311,8,2023-11-07,2023-11-15,2023-11-19,shipped
1229,401,16,2023-03-23,2023-03-29,2023-04-01,delivered
1230,217,17,2024-09-16,2024-09-29,2024-10-07,created
1231,196,14,2025-05-24,,,cancelled
1232,154,20,2024-07-04,,,delivered
1233,132,13,2024-04-19,2024-04-24,2024-05-04,delivered
1234,171,5,2025-01-02,2025-01-05,2025-01-06,created
1235,257,12,2024-05-18,2024-05-25,2024-05-31,delivered
1236,158,19,2023-03-14,2023-03-15,2023-03-17,delivered
1237,290,6,2023-07-18,2023-07-23,2023-07-29,delivered
1238,251,12,2024-12-14,,,delivered
1239,218,8,2023-09-06,2023-09-20,2023-09-21,delivered
1240,331,5,2023-09-25,2023-10-06,,shipped
1241,297,6,2023-01-13,,,paid
1242,365,13,2024-02-12,2024-02-14,2024-02-18,cancelled
1243,85,14,2023-09-16,2023-09-25,2023-10-02,delivered
1244,376,14,2025-02-09,2025-02-21,2025-02-23,delivered
1245,398,12,2025-04-13,,,delivered
1246,477,13,2024-12-16,2024-12-19,2024-12-20,paid
1247,397,14,2024-06-21,2024-06-26,2024-06-29,paid
1248,96,5,2023-07-22,2023-07-31,2023-08-08,delivered
1249,109,6,2023-07-25,,,paid
1250,389,7,2023-09-23,2023-10-07,2023-10-17,paid
1251,326,6,2023-03-23,2023-03-30,,paid
1252,16,19,2023-08-29,2023-09-09,2023-09-10,paid
1253,385,1,2024-11-12,2024-11-13,,delivered
1254,4,13,2024-09-09,2024-09-22,2024-09-30,delivered
1255,173,20,2024-03-15,2024-03-26,2024-04-01,delivered
1256,482,12,2024-11-12,2024-11-22,,delivered
1257,170,4,2023-01-04,2023-01-16,2023-01-19,created
1258,63,17,2023-10-14,2023-10-27,2023-11-02,delivered
1259,352,16,2024-06-11,2024-06-15,,delivered
1260,483,11,2023-01-18,2023-02-01,,delivered
1261,167,15,2023-08-28,2023-09-04,2023-09-06,delivered
1262,481,16,2024-11-05,2024-11-07,2024-11-12,delivered
1263,365,5,2025-06-09,2025-06-19,2025-06-28,created
1264,255,3,2023-11-05,2023-11-14,2023-11-22,paid
1265,229,4,2024-05-08,2024-05-12,2024-05-15,delivered
1266,338,3,2023-04-19,2023-05-01,,cancelled
1267,168,13,2025-02-23,2025-03-07,2025-03-15,returned
1268,344,4,2024-11-12,,,delivered
1269,372,16,2023-04-03,2023-04-09,2023-04-19,delivered
1270,308,3,2024-10-21,2024-11-02,2024-11-09,delivered
1271,402,18,2025-09-16,2025-09-29,2025-10-04,paid
1272,45,4,2023-04-02,2023-04-12,2023-04-14,delivered
1273,66,11,2025-09-03,2025-09-15,,paid
1274,275,7,2025-05-17,2025-05-24,2025-05-30,delivered
1275,479,5,2024-06-16,2024-06-26,2024-07-03,created
1276,437,15,2023-11-20,,,cancelled
1277,429,8,2024-05-26,2024-05-29,2024-06-01,delivered
1278,435,2,2024-09-05,2024-09-14,2024-09-16,shipped
1279,435,19,2024-05-04,2024-05-08,2024-05-15,paid
1280,415,11,2023-06-06,2023-06-10,2023-06-14,delivered
1281,27,6,2025-05-27,2025-06-03,2025-06-06,returned
1282,281,13,2023-12-12,2023-12-20,2023-12-27,delivered
1283,271,10,2023-10-17,2023-10-21,2023-10-30,delivered
1284,68,11,2025-02-09,2025-02-23,2025-02-28,delivered
1285,84,19,2023-05-21,2023-05-29,2023-06-01,shipped
1286,412,7,2025-01-22,2025-01-28,2025-02-07,paid
1287,403,5,2024-01-21,2024-01-28,2024-01-31,cancelled
1288,50,12,2025-09-24,2025-09-25,,delivered
1289,174,19,2024-03-20,2024-03-31,2024-04-04,created
1290,124,13,2024-05-15,2024-05-25,2024-06-01,delivered
1291,408,3,2025-03-07,2025-03-21,2025-03-26,delivered
1292,228,12,2023-01-12,,,paid
1293,251,17,2023-08-19,,,delivered
1294,294,16,2023-10-08,2023-10-10,2023-10-13,delivered
1295,331,14,2023-11-02,2023-11-04,2023-11-13,paid
1296,417,1,2024-02-08,2024-02-17,2024-02-26,delivered
1297,266,19,2024-07-05,2024-07-18,2024-07-22,returned
1298,460,4,2023-07-05,2023-07-17,2023-07-26,delivered
1299,161,4,2023-02-10,,,shipped
1300,83,3,2024-07-29,2024-08-11,,returned
1301,260,10,2024-01-08,2024-01-11,2024-01-12,shipped
1302,24,17,2025-07-15,2025-07-26,2025-07-29,delivered
1303,356,11,2024-06-19,2024-06-25,2024-07-04,shipped
1304,51,2,2023-08-31,,,paid
1305,439,7,2025-09-07,,,delivered
1306,303,12,2023-10-12,,,delivered
1307,39,18,2023-09-19,2023-09-30,2023-10-07,delivered
1308,484,9,2024-11-23,2024-12-05,,shipped
1309,323,9,2024-10-10,2024-10-14,2024-10-24,delivered
1310,421,17,2024-09-11,,,delivered
1311,162,14,2024-01-24,,,delivered
1312,40,9,2023-05-08,2023-05-19,2023-05-21,delivered
1313,46,12,2025-07-20,2025-07-25,,delivered
1314,141,1,2023-04-11,2023-04-15,2023-04-17,delivered
1315,64,6,2024-06-23,2024-06-28,2024-07-06,paid
1316,179,19,2025-06-05,2025-06-10,2025-06-11,paid
1317,485,13,2023-07-05,2023-07-17,2023-07-26,delivered
1318,452,13,2024-05-03,2024-05-08,,delivered
1319,80,5,2023-05-27,2023-06-08,2023-06-14,delivered
1320,128,20,2024-03-04,2024-03-07,2024-03-13,delivered
1321,258,10,2023-10-10,2023-10-19,2023-10-23,delivered
1322,440,3,2025-08-28,2025-09-10,2025-09-12,delivered
1323,40,8,2025-08-25,,,delivered
1324,44,10,2024-07-21,2024-08-03,2024-08-10,delivered
1325,478,5,2024-05-06,2024-05-17,2024-05-26,delivered
1326,208,1,2024-09-23,,,delivered
1327,4,14,2024-12-20,2024-12-26,2025-01-04,delivered
1328,22,20,2024-04-04,2024-04-15,2024-04-24,cancelled
1329,90,3,2024-01-11,2024-01-20,2024-01-21,delivered
1330,195,6,2024-01-18,2024-01-24,2024-01-28,delivered
1331,436,4,2023-10-25,2023-10-30,2023-10-31,delivered
1332,292,13,2023-08-11,2023-08-22,2023-08-23,cancelled
1333,457,20,2025-05-18,2025-05-24,,delivered
1334,153,12,2023-04-20,,,cancelled
1335,96,13,2023-12-30,,,delivered
1336,102,3,2024-06-25,2024-06-28,2024-07-06,created
1337,394,9,2023-08-20,2023-08-26,2023-09-02,cancelled
1338,275,9,2023-04-22,2023-05-03,2023-05-06,paid
1339,383,14,2023-01-06,2023-01-20,2023-01-22,paid
1340,21,5,2024-02-09,2024-02-15,2024-02-18,delivered
1341,486,16,2025-09-09,2025-09-14,,delivered
1342,254,5,2023-11-29,2023-12-12,2023-12-21,delivered
1343,380,13,2023-05-15,,,paid
1344,11,5,2023-06-09,2023-06-10,2023-06-14,paid
1345,425,11,2024-03-15,2024-03-27,,delivered
1346,145,16,2023-03-26,2023-03-30,2023-04-08,paid
1347,144,4,2025-06-03,2025-06-15,2025-06-22,paid
1348,362,4,2024-12-18,2024-12-28,2025-01-07,delivered
1349,77,8,2023-05-04,,,created
1350,99,5,2024-03-12,,,paid
1351,443,2,2024-01-25,2024-01-30,2024-02-03,shipped
1352,219,16,2023-03-04,2023-03-15,,paid
1353,187,9,2025-08-23,2025-08-30,2025-08-31,paid
1354,1,2,2024-11-07,2024-11-11,2024-11-16,cancelled
1355,52,14,2023-07-09,2023-07-17,2023-07-22,paid
1356,343,1,2024-11-30,2024-12-14,,delivered
1357,415,12,2025-01-30,2025-02-08,2025-02-12,delivered
1358,108,19,2024-01-29,,,paid
1359,323,20,2023-05-04,,,returned
1360,453,7,2023-07-17,2023-07-19,,delivered
1361,176,10,2025-01-12,2025-01-25,2025-01-28,created
1362,99,14,2024-07-17,2024-07-30,2024-08-08,returned
1363,459,12,2024-04-04,2024-04-06,2024-04-08,delivered
1364,269,17,2025-03-20,,,delivered
1365,357,5,2023-10-24,,,delivered
1366,407,7,2025-01-28,2025-02-05,2025-02-14,returned
1367,85,15,2025-02-07,2025-02-16,2025-02-23,delivered
1368,106,6,2023-01-04,,,shipped
1369,357,1,2025-06-19,2025-06-28,2025-07-07,shipped
1370,437,8,2023-10-31,2023-11-09,,shipped
1371,274,8,2023-10-26,,,paid
1372,453,9,2025-08-07,,,cancelled
1373,27,8,2025-04-23,2025-04-25,,delivered
1374,310,12,2023-11-29,,,delivered
1375,282,9,2025-01-09,,,cancelled
1376,151,11,2023-02-28,2023-03-01,2023-03-05,delivered
1377,144,6,2023-09-20,2023-09-29,2023-10-09,paid
1378,382,13,2025-08-26,2025-09-09,2025-09-19,delivered
1379,419,15,2023-08-14,2023-08-18,2023-08-25,paid
1380,119,14,2024-01-13,,,delivered
1381,254,6,2024-04-15,,,cancelled
1382,97,19,2024-05-17,2024-05-20,2024-05-21,delivered
1383,454,6,2025-04-17,2025-04-27,2025-04-30,paid
1384,126,15,2025-07-19,2025-07-26,,delivered
1385,373,1,2024-09-09,,,delivered
1386,57,1,2025-02-20,2025-02-21,,delivered
1387,138,5,2025-08-19,2025-08-20,2025-08-21,returned
1388,55,18,2025-01-23,2025-02-06,2025-02-10,paid
1389,389,19,2025-07-02,2025-07-05,2025-07-13,paid
1390,29,18,2024-12-09,2024-12-18,,delivered
1391,53,18,2023-10-31,,,cancelled
1392,213,5,2023-01-02,2023-01-03,2023-01-10,paid
1393,336,10,2023-08-20,2023-08-31,2023-09-02,delivered
1394,57,8,2023-04-15,2023-04-20,2023-04-30,delivered
1395,185,3,2025-07-06,,,paid
1396,220,17,2023-12-09,2023-12-20,2023-12-25,delivered
1397,147,12,2025-06-15,,,cancelled
1398,339,12,2025-08-13,2025-08-25,2025-08-26,cancelled
1399,77,5,2023-11-24,,,delivered
1400,408,16,2025-04-14,,,delivered
1401,492,9,2023-05-29,,,returned
1402,94,13,2023-12-28,2024-01-04,2024-01-11,delivered
1403,326,11,2023-05-22,2023-06-02,2023-06-09,delivered
1404,255,18,2024-06-30,2024-07-09,2024-07-16,paid
1405,367,14,2024-06-23,2024-07-05,2024-07-09,delivered
1406,121,12,2023-01-03,2023-01-17,,delivered
1407,491,5,2025-08-01,,,cancelled
1408,185,5,2023-10-29,2023-11-12,2023-11-19,shipped
1409,424,8,2023-02-27,2023-03-01,2023-03-04,delivered
1410,14,14,2024-01-16,,,paid
1411,298,3,2024-05-03,2024-05-17,2024-05-20,delivered
1412,41,8,2023-03-20,,,delivered
1413,214,5,2025-02-22,,,delivered
1414,384,17,2024-12-16,2024-12-24,2024-12-30,delivered
1415,331,1,2023-10-21,,,paid
1416,329,2,2024-09-10,2024-09-19,2024-09-26,delivered
1417,349,15,2024-07-21,2024-07-26,2024-08-04,delivered
1418,117,14,2025-08-11,,,returned
1419,268,13,2025-08-31,,,shipped
1420,317,2,2023-08-13,2023-08-27,2023-09-05,delivered
1421,40,15,2024-05-03,2024-05-14,2024-05-21,paid
1422,412,12,2024-10-24,2024-10-29,,paid
1423,309,11,2023-01-29,2023-02-01,2023-02-03,shipped
1424,6,10,2023-07-12,2023-07-23,2023-07-27,shipped
1425,292,19,2023-02-15,2023-02-28,2023-03-01,delivered
1426,484,10,2023-01-09,2023-01-22,2023-01-29,delivered
1427,162,13,2025-01-13,2025-01-16,2025-01-18,delivered
1428,460,17,2023-04-14,2023-04-27,2023-05-07,delivered
1429,245,19,2025-06-08,2025-06-13,2025-06-21,paid
1430,321,3,2025-09-02,2025-09-06,2025-09-09,delivered
1431,83,17,2024-06-12,2024-06-22,2024-06-28,delivered
1432,68,11,2023-10-25,2023-11-08,2023-11-09,cancelled
1433,397,13,2023-09-02,2023-09-12,2023-09-15,delivered
1434,255,4,2025-04-04,,,delivered
1435,159,18,2025-06-07,2025-06-20,2025-06-28,paid
1436,161,6,2025-08-14,2025-08-16,2025-08-22,delivered
1437,37,6,2024-12-28,2025-01-02,2025-01-07,delivered
1438,227,5,2025-08-20,,,delivered
1439,21,12,2025-05-29,2025-06-05,2025-06-08,delivered
1440,263,20,2025-09-01,2025-09-03,2025-09-12,delivered
1441,450,2,2024-09-27,2024-09-28,2024-10-02,delivered
1442,288,1,2023-06-08,2023-06-13,2023-06-23,delivered
1443,38,8,2024-02-02,2024-02-13,,delivered
1444,329,18,2025-07-10,2025-07-12,,delivered
1445,470,13,2025-02-25,2025-03-04,2025-03-10,delivered
1446,310,16,2023-08-06,2023-08-14,,delivered
1447,280,5,2025-08-29,2025-09-09,2025-09-19,created
1448,308,13,2023-03-05,2023-03-11,2023-03-19,shipped
1449,109,1,2025-09-02,2025-09-09,2025-09-12,paid
1450,36,9,2024-02-19,,,cancelled
1451,232,14,2024-06-21,2024-06-26,2024-06-27,paid
1452,462,14,2023-12-17,2023-12-22,2023-12-28,cancelled
1453,247,16,2024-07-02,2024-07-05,2024-07-12,delivered
1454,355,19,2024-02-03,2024-02-12,2024-02-22,paid
1455,371,19,2024-09-23,,,delivered
1456,422,11,2023-01-15,,,delivered
1457,76,16,2025-06-04,2025-06-17,2025-06-24,shipped
1458,370,1,2024-04-06,2024-04-20,,delivered
1459,497,19,2023-04-10,,,delivered
1460,97,14,2024-12-14,2024-12-17,2024-12-21,delivered
1461,488,7,2025-09-22,2025-09-23,2025-09-29,created
1462,460,10,2024-05-29,2024-05-31,2024-06-08,delivered
1463,181,12,2025-04-28,2025-05-07,2025-05-13,paid
1464,91,15,2024-03-14,2024-03-23,2024-04-01,delivered
1465,146,14,2024-10-11,2024-10-21,2024-10-23,returned
1466,413,4,2023-04-02,2023-04-12,2023-04-14,delivered
1467,385,20,2025-08-07,2025-08-18,2025-08-28,delivered
1468,342,10,2025-05-22,2025-05-26,2025-06-04,delivered
1469,101,16,2025-08-31,,,returned
1470,468,15,2024-02-27,2024-03-09,2024-03-16,created
1471,192,8,2024-06-03,2024-06-14,2024-06-21,delivered
1472,3,14,2023-02-03,,,paid
1473,192,17,2025-04-19,2025-04-25,2025-05-05,returned
1474,124,18,2025-09-23,2025-10-03,2025-10-04,delivered
1475,296,14,2023-05-12,2023-05-19,2023-05-22,delivered
1476,163,17,2023-06-12,2023-06-14,2023-06-17,delivered
1477,324,19,2025-03-14,2025-03-27,2025-04-01,delivered
1478,82,11,2023-07-28,,,created
1479,6,19,2023-06-06,,,delivered
1480,472,3,2024-08-08,2024-08-20,2024-08-28,delivered
1481,399,12,2023-07-11,2023-07-15,2023-07-24,delivered
1482,372,13,2025-02-27,2025-02-28,2025-03-03,delivered
1483,327,19,2025-06-06,,,delivered
1484,306,4,2023-04-20,,,shipped
1485,93,3,2023-03-21,2023-03-27,2023-03-31,delivered
1486,252,1,2024-02-28,,,returned
1487,40,7,2024-12-04,2024-12-10,2024-12-18,delivered
1488,93,10,2023-01-11,2023-01-22,2023-02-01,cancelled
1489,61,11,2023-12-22,2024-01-01,2024-01-02,paid
1490,380,9,2025-08-06,,,delivered
1491,275,1,2024-06-14,2024-06-17,2024-06-23,paid
1492,112,1,2023-12-02,,,paid
1493,355,5,2023-10-02,2023-10-06,2023-10-12,delivered
1494,334,10,2024-04-23,2024-05-01,2024-05-08,cancelled
1495,129,6,2023-07-22,2023-08-03,2023-08-10,paid
1496,407,19,2023-11-16,,,shipped
1497,370,16,2024-03-19,2024-03-26,2024-03-31,delivered
1498,319,4,2024-09-13,2024-09-17,2024-09-23,cancelled
1499,420,3,2024-04-05,,,created
